60030 silly lifecycle defined@1.0.0~preinstall: no script for preinstall, continuing
66344 silly lifecycle minimist@1.2.0~install: no script for install, continuing
66345 silly install semver@5.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/semver-ac5bf643
66346 info lifecycle semver@5.2.0~install: semver@5.2.0
66347 silly lifecycle semver@5.2.0~install: no script for install, continuing
66348 silly install set-blocking@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/set-blocking-3fd2b6f5
66349 info lifecycle set-blocking@2.0.0~install: set-blocking@2.0.0
66350 silly lifecycle set-blocking@2.0.0~install: no script for install, continuing
66351 silly install signal-exit@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/signal-exit-1715ec50
66352 info lifecycle signal-exit@3.0.0~install: signal-exit@3.0.0
66353 silly lifecycle signal-exit@3.0.0~install: no script for install, continuing
66354 silly install sntp@1.0.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/sntp-dc913df8
66355 info lifecycle sntp@1.0.9~install: sntp@1.0.9
66356 silly lifecycle sntp@1.0.9~install: no script for install, continuing
66357 silly install hawk@3.1.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/hawk-23068204
66358 info lifecycle hawk@3.1.3~install: hawk@3.1.3
66359 silly lifecycle hawk@3.1.3~install: no script for install, continuing
66360 silly install assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-251d140c
66361 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
66362 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
66363 silly install string_decoder@0.10.31 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/string_decoder-a87132a1
66364 info lifecycle string_decoder@0.10.31~install: string_decoder@0.10.31
66365 silly lifecycle string_decoder@0.10.31~install: no script for install, continuing
66366 silly install stringstream@0.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/stringstream-26a162b3
66367 info lifecycle stringstream@0.0.5~install: stringstream@0.0.5
66368 silly lifecycle stringstream@0.0.5~install: no script for install, continuing
66369 silly install strip-ansi@3.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/strip-ansi-85bbfc9b
66370 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
66371 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
66372 silly install string-width@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/string-width-5c2fa183
66373 info lifecycle string-width@1.0.1~install: string-width@1.0.1
66374 silly lifecycle string-width@1.0.1~install: no script for install, continuing
66375 silly install strip-json-comments@1.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/strip-json-comments-4883d9d7
66376 info lifecycle strip-json-comments@1.0.4~install: strip-json-comments@1.0.4
66377 silly lifecycle strip-json-comments@1.0.4~install: no script for install, continuing
66378 silly install rc@1.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/rc-5a79114b
66379 info lifecycle rc@1.1.6~install: rc@1.1.6
66380 silly lifecycle rc@1.1.6~install: no script for install, continuing
66381 silly install supports-color@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/supports-color-7dbca87a
66382 info lifecycle supports-color@2.0.0~install: supports-color@2.0.0
66383 silly lifecycle supports-color@2.0.0~install: no script for install, continuing
66384 silly install chalk@1.1.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/chalk-d71be852
66385 info lifecycle chalk@1.1.3~install: chalk@1.1.3
66386 silly lifecycle chalk@1.1.3~install: no script for install, continuing
66387 silly install tough-cookie@2.2.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/tough-cookie-798fd0e1
66388 info lifecycle tough-cookie@2.2.2~install: tough-cookie@2.2.2
66389 silly lifecycle tough-cookie@2.2.2~install: no script for install, continuing
66390 silly install tunnel-agent@0.4.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/tunnel-agent-8eebb383
66391 info lifecycle tunnel-agent@0.4.3~install: tunnel-agent@0.4.3
66392 silly lifecycle tunnel-agent@0.4.3~install: no script for install, continuing
66393 silly install tweetnacl@0.13.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/tweetnacl-4f7548d0
66394 info lifecycle tweetnacl@0.13.3~install: tweetnacl@0.13.3
66395 silly lifecycle tweetnacl@0.13.3~install: no script for install, continuing
66396 silly install sshpk@1.8.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/sshpk-4367b466
66397 info lifecycle sshpk@1.8.3~install: sshpk@1.8.3
66398 silly lifecycle sshpk@1.8.3~install: no script for install, continuing
66399 silly install uid-number@0.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/uid-number-0752a718
66400 info lifecycle uid-number@0.0.6~install: uid-number@0.0.6
66401 silly lifecycle uid-number@0.0.6~install: no script for install, continuing
66402 silly install util-deprecate@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/util-deprecate-00b9c9dd
66403 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
66404 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
66405 silly install readable-stream@2.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/readable-stream-d3e4cbf7
66406 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
66407 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
66408 silly install bl@1.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/bl-002d41e2
66409 info lifecycle bl@1.1.2~install: bl@1.1.2
66410 silly lifecycle bl@1.1.2~install: no script for install, continuing
66411 silly install readable-stream@2.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/readable-stream-286ba317
66412 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
66413 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
66414 silly install are-we-there-yet@1.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/are-we-there-yet-c0527747
66415 info lifecycle are-we-there-yet@1.1.2~install: are-we-there-yet@1.1.2
66416 silly lifecycle are-we-there-yet@1.1.2~install: no script for install, continuing
66417 silly install verror@1.3.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/verror-03e36516
66418 info lifecycle verror@1.3.6~install: verror@1.3.6
66419 silly lifecycle verror@1.3.6~install: no script for install, continuing
66420 silly install jsprim@1.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jsprim-fe2cdabb
66421 info lifecycle jsprim@1.3.0~install: jsprim@1.3.0
66422 silly lifecycle jsprim@1.3.0~install: no script for install, continuing
66423 silly install http-signature@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/http-signature-f4d1661b
66424 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
66425 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
66426 silly install wide-align@1.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/wide-align-32c0394f
66427 info lifecycle wide-align@1.1.0~install: wide-align@1.1.0
66428 silly lifecycle wide-align@1.1.0~install: no script for install, continuing
66429 silly install gauge@2.6.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/gauge-e01073b2
66430 info lifecycle gauge@2.6.0~install: gauge@2.6.0
66431 silly lifecycle gauge@2.6.0~install: no script for install, continuing
66432 silly install npmlog@3.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/npmlog-f9f06117
66433 info lifecycle npmlog@3.1.2~install: npmlog@3.1.2
66434 silly lifecycle npmlog@3.1.2~install: no script for install, continuing
66435 silly install wrappy@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/wrappy-aae5cf4e
66436 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
66437 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
66438 silly install once@1.3.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/once-f6ebe886
66439 info lifecycle once@1.3.3~install: once@1.3.3
66440 silly lifecycle once@1.3.3~install: no script for install, continuing
66441 silly install inflight@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/inflight-0de22fcb
66442 info lifecycle inflight@1.0.5~install: inflight@1.0.5
66443 silly lifecycle inflight@1.0.5~install: no script for install, continuing
66444 silly install glob@7.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/glob-862b7d74
66445 info lifecycle glob@7.0.5~install: glob@7.0.5
66446 silly lifecycle glob@7.0.5~install: no script for install, continuing
66447 silly install rimraf@2.5.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/rimraf-10a67665
66448 info lifecycle rimraf@2.5.3~install: rimraf@2.5.3
66449 silly lifecycle rimraf@2.5.3~install: no script for install, continuing
66450 silly install fstream@1.0.10 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fstream-ac7f31db
66451 info lifecycle fstream@1.0.10~install: fstream@1.0.10
66452 silly lifecycle fstream@1.0.10~install: no script for install, continuing
66453 silly install fstream-ignore@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fstream-ignore-9b756e80
66454 info lifecycle fstream-ignore@1.0.5~install: fstream-ignore@1.0.5
66455 silly lifecycle fstream-ignore@1.0.5~install: no script for install, continuing
66456 silly install tar@2.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/tar-d14e3ba8
66457 info lifecycle tar@2.2.1~install: tar@2.2.1
66458 silly lifecycle tar@2.2.1~install: no script for install, continuing
66459 silly install tar-pack@3.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/tar-pack-36df2fde
66460 info lifecycle tar-pack@3.1.4~install: tar-pack@3.1.4
66461 silly lifecycle tar-pack@3.1.4~install: no script for install, continuing
66462 silly install xtend@4.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/xtend-7be2c363
66463 info lifecycle xtend@4.0.1~install: xtend@4.0.1
66464 silly lifecycle xtend@4.0.1~install: no script for install, continuing
66465 silly install is-my-json-valid@2.13.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-my-json-valid-98e47cc2
66466 info lifecycle is-my-json-valid@2.13.1~install: is-my-json-valid@2.13.1
66467 silly lifecycle is-my-json-valid@2.13.1~install: no script for install, continuing
66468 silly install har-validator@2.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/har-validator-4b162973
66469 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
66470 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
66471 silly install request@2.73.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/request-7095a24a
66472 info lifecycle request@2.73.0~install: request@2.73.0
66473 silly lifecycle request@2.73.0~install: no script for install, continuing
66474 silly install node-pre-gyp@0.6.29 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/node-pre-gyp-a9911e9d
66475 info lifecycle node-pre-gyp@0.6.29~install: node-pre-gyp@0.6.29
66476 silly lifecycle node-pre-gyp@0.6.29~install: no script for install, continuing
66477 silly install generate-function@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generate-function-c8793a32
66478 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
66479 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
66480 silly install generic-pool@2.4.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generic-pool-4befe54b
66481 info lifecycle generic-pool@2.4.2~install: generic-pool@2.4.2
66482 silly lifecycle generic-pool@2.4.2~install: no script for install, continuing
66483 silly install get-stdin@4.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/get-stdin-bd6ca5ed
66484 info lifecycle get-stdin@4.0.1~install: get-stdin@4.0.1
66485 silly lifecycle get-stdin@4.0.1~install: no script for install, continuing
66486 silly install assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-1e32d69e
66487 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
66488 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
66489 silly install getpass@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/getpass-60297db7
66490 info lifecycle getpass@0.1.6~install: getpass@0.1.6
66491 silly lifecycle getpass@0.1.6~install: no script for install, continuing
66492 silly install globals@6.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/globals-adb3a279
66493 info lifecycle globals@6.4.1~install: globals@6.4.1
66494 silly lifecycle globals@6.4.1~install: no script for install, continuing
66495 silly install object-assign@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/object-assign-a1a22751
66496 info lifecycle object-assign@3.0.0~install: object-assign@3.0.0
66497 silly lifecycle object-assign@3.0.0~install: no script for install, continuing
66498 silly install graceful-fs@4.1.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-fs-23443957
66499 info lifecycle graceful-fs@4.1.9~install: graceful-fs@4.1.9
66500 silly lifecycle graceful-fs@4.1.9~install: no script for install, continuing
66501 silly install graceful-readlink@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-readlink-df239a04
66502 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
66503 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
66504 silly install commander@2.9.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/commander-1a1ccf63
66505 info lifecycle commander@2.9.0~install: commander@2.9.0
66506 silly lifecycle commander@2.9.0~install: no script for install, continuing
66507 silly install growl@1.9.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/growl-8c50d9ce
66508 info lifecycle growl@1.9.2~install: growl@1.9.2
66509 silly lifecycle growl@1.9.2~install: no script for install, continuing
66510 silly install growly@1.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/growly-c3b36922
66511 info lifecycle growly@1.3.0~install: growly@1.3.0
66512 silly lifecycle growly@1.3.0~install: no script for install, continuing
66513 silly install has-ansi@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-ansi-6392e4ce
66514 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
66515 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
66516 silly install isarray@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isarray-02b8bad0
66517 info lifecycle isarray@0.0.1~install: isarray@0.0.1
